"Time","VI","VTI","FB","PETO2","PETCO2"
2213.09625,-28.29336548,NA,NA,46.69594955,43.20785141
2218.62375,-26.50190353,-2.606526136,10.85481739,45.6620369,43.37944794
2223.53125,-37.05066681,-2.167634726,12.22618484,44.83491135,43.65829086
2229.60875,-29.65711403,NA,9.872480392,47.10951614,42.62872696
2234.94125,-29.56179619,-2.635776043,11.25175762,46.69594955,42.80031967
2240.01875,-26.45907974,-2.501667023,11.81683922,46.07560349,43.48669815
2244.28625,-23.17469597,-1.881901979,14.05975437,45.86881638,43.8298912
2248.91125,-21.21386337,-1.786382794,12.97297287,45.45524979,43.98003006
2254.01875,-33.24399567,-1.805830121,11.74742985,44.62812424,43.85133743
2259.10625,-31.27258682,-2.818813801,11.79361153,46.90273666,42.65017319
2264.09875,-34.90498352,-2.602139711,12.01802731,49.38411713,41.94235229
2268.91625,-29.06805611,-2.802579403,12.4545927,50.62481689,41.85655212
2273.71875,-28.90575027,-2.326655626,12.49349308,49.59090424,42.90756607
2277.62125,-24.48167419,-1.880078197,15.37475967,48.35020828,43.65829086
2281.97125,-24.73612976,-1.774921417,13.79310322,47.72986221,43.72263718
2285.72875,-24.32847404,-1.549100161,15.96806335,47.10951614,43.93712997
2290.68625,-25.63537216,-2.010140181,12.10287476,46.28238297,43.63684464
2295.18875,-27.63607979,-1.923721075,13.32592964,46.28238297,43.05771255
2300.16875,-25.09125519,-2.293794632,12.04819298,46.69594955,42.47858047
2304.90375,-26.67739677,-1.980118155,12.67159462,46.90273666,42.60728073
2309.19875,-23.49959373,-1.909657001,13.96973228,46.48916626,42.80031967
2312.97375,-24.0375042,-1.478516102,15.89404011,46.07560349,42.88611984
2317.88125,-23.37509346,-1.966067433,12.22618484,46.07560349,43.05771255
2322.59375,-24.3189373,-1.835918784,12.73209572,46.48916626,43.44379807
2327.48875,-26.03481674,-1.984019995,12.25740528,47.10951614,43.12206268
2332.35375,-25.18231201,-2.110989809,12.33299065,47.72986221,43.18640518
2336.73375,-25.8831501,-1.838308692,13.69863033,47.72986221,42.86466599
2341.54875,-21.57807159,-2.077122688,12.46105957,48.55699158,42.7145195
2346.94625,-23.86169434,-1.9411273,11.11625767,47.93664169,43.16496277
2352.31875,-25.072649,-2.136615992,11.16798496,47.10951614,43.37944794
2358.16875,-26.38477898,-2.444583178,10.2564106,47.93664169,43.10061264
2363.26375,-29.00796509,-2.240507603,11.77625084,47.31629562,42.88611984
2367.97125,-28.24969101,-2.275916576,12.74561882,47.93664169,42.52148056
2372.77625,-28.83532715,-2.26232934,12.48699284,47.93664169,42.56438065
2377.69125,-27.90766907,-2.362093925,12.20752811,47.31629562,42.67161942
2382.33375,-37.82064438,-2.159355879,12.92407131,46.28238297,43.01481247
2387.68875,-28.24884033,-3.375492334,11.20448208,47.31629562,42.58582687
2392.65125,-29.97149086,-2.336414576,12.09068012,46.69594955,43.20785141
2397.30375,-27.03020859,-2.324039221,12.89629269,46.48916626,43.59394455
2401.76625,-26.24590874,-2.010371685,13.4453783,45.86881638,43.87278366
2406.47375,-25.07703781,-2.0592103,12.74561882,46.07560349,43.57249069
2410.82125,-36.37507629,-1.817040443,13.80103493,45.6620369,43.37944794
2415.33875,-23.12092781,-2.738740206,13.28168201,46.90273666,42.45713806
2420.76125,-24.4883213,-2.089553833,11.06500721,47.52307892,42.95046616
2425.34375,-28.11655617,-1.870295644,13.09328938,46.28238297,43.48669815
2429.89625,-30.32932663,-2.133343697,13.17957211,47.72986221,43.35799789
2434.63625,-30.60216141,-2.396016836,12.65822792,48.35020828,42.86466599
2439.23375,-26.30631638,-2.344890594,13.05057144,48.55699158,42.60728073
2444.20375,-24.57131386,-2.179039955,12.07243443,47.93664169,42.77887344
2448.94125,-22.89494324,-1.940110087,12.66490746,46.48916626,43.29365158
2453.63375,-27.45767403,-1.790575266,12.78636169,46.69594955,43.50814438
2458.69375,-29.309412,-2.315597296,11.85770702,46.69594955,42.9719162
2463.74625,-35.24970245,-2.468096733,11.87530899,47.10951614,42.5000267
2469.42625,-33.60375595,-3.336971998,10.56338024,48.1434288,42.11394119
2474.20125,-21.83068657,-2.674299002,12.56544495,48.1434288,42.60728073
2479.29375,-28.49188423,-1.852879524,11.78203201,46.69594955,43.61539078
2484.62625,-30.74770737,-2.532216311,11.25175762,44.83491135,43.72263718
2489.54625,-28.17434502,-2.521311998,12.19512177,46.28238297,43.10061264
2494.73125,-30.87790108,-2.434732914,11.57184219,46.48916626,42.92901993
2499.63875,-31.50377464,-2.525554895,12.22618484,46.07560349,42.92901993
2504.56625,-32.51442337,-2.587247372,12.1765604,46.69594955,43.05771255
2509.26875,-32.09350204,-2.548317909,12.75917053,46.90273666,43.16496277
2513.70875,-36.6964798,-2.374919176,13.51351357,46.48916626,43.20785141
2519.42625,-31.5546608,-3.496868849,10.49409676,46.48916626,43.05771255
2524.31125,-24.07128525,-2.569075346,12.28249741,46.48916626,43.44379807
2528.95125,-26.08493423,-1.86151278,12.93103409,44.83491135,43.74409103
2533.99125,-27.70529938,-2.191134453,11.90476227,45.6620369,44.02293015
2539.13625,-30.16331291,-2.375729322,11.66180801,46.07560349,43.44379807
2544.01625,-35.04380035,-2.453282833,12.29508209,47.72986221,42.62872696
2548.94875,-34.0260582,-2.880892515,12.164217,48.1434288,42.02814865
2553.83125,-34.74261093,-2.768870354,12.28878689,48.1434288,42.45713806
2558.28625,-33.89037323,-2.57963872,13.46801376,47.72986221,42.88611984
2562.47875,-37.9151268,-2.368089914,14.31126976,47.31629562,43.35799789
2566.85625,-39.73910904,-2.766224623,13.70645332,46.90273666,43.44379807
2572.04875,-35.13330841,-3.439088821,11.55512714,46.90273666,43.22930527
2576.82875,-34.52509308,-2.798953533,12.55230141,46.28238297,43.44379807
2581.19625,-34.85516739,-2.513139009,13.73783588,46.07560349,43.80843735
2585.57875,-30.16681862,-2.545879364,13.69081593,46.28238297,43.93712997
2590.24625,-35.09406281,-2.346727133,12.85484695,46.28238297,43.70119095
2594.58625,-34.26530457,-2.538470507,13.82488441,46.69594955,43.16496277
2599.21125,-37.4001503,-2.641283989,12.97297287,47.31629562,42.67161942
2603.93125,-28.75556183,-2.942145109,12.71186447,47.31629562,42.54292679
2609.09875,-32.35208893,-2.476572752,11.61103058,47.72986221,43.14351273
2613.84375,-29.20105171,-2.558511019,12.64488888,46.48916626,43.42234421
2618.96625,-29.36981392,-2.493039846,11.71303082,47.52307892,43.31510544
2623.65875,-25.68884087,-2.296964169,12.78636169,46.90273666,43.16496277
2628.00625,-29.35874367,-1.861370564,13.80103493,47.52307892,43.16496277
2632.58125,-29.8699646,-2.238604069,13.11475468,47.72986221,42.75741959
2637.76875,-28.58778572,-2.582507372,11.56626511,47.52307892,42.5000267
2643.23875,-28.98295021,-2.606253147,10.96892166,64.06567383,42.80031967
2648.83625,-25.3366127,-2.703867674,10.71907139,87.43209839,43.33655167
2654.83625,-15.34625721,-2.533661366,10,95.70339203,43.89422989
2662.75125,-13.98450851,-2.024427176,7.580543041,97.35765839,45.18118668
2668.69125,-15.47254658,-1.38446629,10.10101032,97.56442261,45.52437592
2675.28875,-15.54074001,-1.70133543,9.094353676,97.97799683,45.26698685
2684.00125,-11.06250858,-2.256644964,6.886657238,101.2865219,43.91567993
2692.66875,-8.20868969,-1.598071575,6.922411442,101.9068604,43.52959824
2703.01875,-8.503833771,-1.415998936,5.797101498,100.2526093,44.34466553
2712.12125,-11.81494999,-1.290102482,6.59159565,99.01190948,44.85944748
2720.62375,-11.52839565,-1.674276948,7.056747913,100.6661682,43.10061264
2728.69125,-11.3642025,-1.550088882,7.43724823,102.1136475,42.04959869
2734.80125,-10.86072826,-1.157254577,9.81996727,100.6661682,42.47858047
2743.77625,-12.73117447,-1.62458384,6.685236931,101.4933014,41.83510208
2751.90375,-9.128646851,-1.724543691,7.382343769,100.6661682,41.53481674
2759.88625,-11.03300571,-1.214490414,7.516442299,98.39156342,42.39278793
2767.52625,-14.33401012,-1.404869437,7.853403091,96.73730469,42.17829132
2775.28625,-10.90012074,-1.853865266,7.731958866,98.18477631,41.06292725
2784.12375,-12.91622734,-1.605496883,6.789250374,96.11696625,41.59916306
2792.27875,-10.60064507,-1.755530477,7.357449532,95.28983307,41.38467026
2801.77125,-8.593028069,-1.677110314,6.3207798,93.63556671,42.4356842
2811.33375,-8.932689667,-1.369513869,6.274509907,89.91347504,43.9585762
2820.86875,-10.82616901,-1.41955328,6.292606354,88.87957001,44.38756561
2830.84125,-12.22576904,-1.799399614,6.016545296,89.91347504,43.18640518
2840.58125,-11.39704514,-1.984649777,6.160164356,94.25591278,41.55626297
2848.83875,-7.617369175,-1.568518281,7.266121864,94.66947174,41.98524857
2855.79375,-10.01632977,-0.882980049,8.626887321,94.04912567,42.92901993
2863.06875,-8.695741653,-1.214479923,8.247423172,93.22200775,43.46524429
2871.07875,-12.8440609,-1.160881519,7.490636826,92.18809509,44.044384
2879.56625,-21.57745361,-1.816899419,7.069219589,95.70339203,42.22119141
2887.25625,-16.09715843,-2.765510321,7.802340508,104.3882446,38.91800308
2894.57875,-12.93508053,-1.964524031,8.193922997,105.2153854,40.11916351
2902.57875,-18.34959412,-1.724677444,7.5,103.9746857,41.62060928
2909.49875,-20.01275826,-2.116319895,8.670519829,102.7339935,42.30698776
2917.80875,-16.95147514,-2.771766901,7.220216751,100.6661682,42.04959869
2925.85625,-22.84177971,-2.273616791,7.455731392,99.42547607,42.77887344
2933.82125,-13.6671629,-3.032246351,7.5329566,111.2120819,NA
2942.27125,-14.6550808,-1.924792171,7.10059166,113.0731201,NA
2951.49125,-14.21360302,-2.251997471,6.507592201,114.9341736,NA
2960.17625,-17.05705452,-2.057419062,6.908463001,114.9341736,NA
2967.31125,-18.80295181,-2.028367996,8.409250259,115.9680786,NA
2973.72875,-21.9243412,-2.011132479,9.349434853,113.6934738,39.75452805
2981.74875,-21.40092468,-2.930553675,7.481296539,111.0052948,43.44379807
2989.53625,-16.02320099,-2.7776618,7.704654694,105.2153854,44.36611557
2996.70875,-13.21673107,-1.915440202,8.365283966,98.39156342,45.61017609
3006.33125,-11.65089512,-2.119633198,6.235385895,94.25591278,46.53249359
3015.50875,-16.83773613,-1.782101512,6.53772831,92.80843353,47.30466461
3024.01375,-1.914804101,-2.386749029,7.054673672,94.66947174,47.06872559
3025.80625,-24.19682312,NA,NA,94.04912567,46.98292542
3032.49125,-23.11609077,-2.695929289,8.975317955,98.18477631,47.64785004
3040.53375,-15.07514763,-3.098519325,7.460366726,100.6661682,46.57538605
3049.96875,-22.35773468,-2.370566845,6.359300613,99.63225555,45.95336151
3057.44125,-1.911589503,-2.784469604,8.02944088,99.01190948,44.49481583
3058.80625,-18.21059418,NA,NA,98.39156342,44.73075485
3065.50125,-14.94615841,-2.031998634,8.961912155,96.73730469,44.53770828
3073.33125,-15.36326504,-1.950473666,7.662835121,95.08304596,44.73075485
3081.91375,-10.38889027,-2.197587013,6.990970135,93.63556671,44.53770828
3090.78375,-12.43735886,-1.535824299,6.764374256,92.80843353,45.26698685
3097.56875,-0.709321857,-1.40645802,8.843035698,91.98130035,45.2455368
3099.55125,-16.33363152,NA,NA,90.94739532,45.567276
3107.84875,-11.48699856,-2.258805037,7.231093884,92.18809509,44.53770828
3115.87375,-0.163297087,-1.536386132,7.476635456,92.60166168,45.03104401
3117.78375,-15.86971283,NA,NA,91.56774139,45.3527832
3125.52625,-21.31774902,-2.047854185,7.749434948,92.80843353,44.38756561
3133.79875,-13.873703,-2.939184666,7.252946377,97.97799683,42.02814865
3142.69125,-10.72104168,-2.056198359,6.74725914,98.80513,42.84321976
3152.79125,-9.645195961,-1.804708719,5.940594196,96.53052521,44.06583023
3163.39875,-8.374894142,-1.705190182,5.656375408,94.46269989,44.47336197
3171.99875,-5.677889824,-1.200401545,6.976744175,91.98130035,45.09539032
3179.88375,-9.252437592,-0.746169329,7.609385014,89.29312897,46.03916168
3188.05875,-6.754314423,-1.260644674,7.339449406,88.25922394,46.03916168
3194.97625,-10.04292011,-0.778716207,8.673653603,85.7778244,46.61828613
3203.86625,-18.13216019,-1.488026023,6.749156475,87.63887787,45.86756134
3211.86875,-0.43779695,-2.418376923,7.497656822,96.3237381,42.92901993
3213.52875,-16.73669815,NA,NA,95.91017914,42.90756607
3220.36625,-15.78083515,-1.907286048,8.775137901,100.0458298,42.17829132
3227.57375,-10.59485722,-1.895672679,8.324662209,103.5611267,40.9771347
3237.18625,-16.19774055,-1.697384357,6.241872787,104.1814728,41.55626297
3244.21375,-7.875393391,-1.897160411,8.53788662,104.3882446,41.49191666
3251.95125,-5.271679401,-1.015597582,7.754442692,101.2865219,43.05771255
3259.65625,-11.2894001,-0.676971495,7.787151337,98.18477631,43.8298912
3268.68125,-10.93383408,-1.698113918,6.648199558,96.94408417,43.9585762
3279.04625,-0.620695591,-1.888819814,5.788712025,95.70339203,42.86466599
3282.87375,-19.92335701,NA,NA,93.22200775,43.76553726
3290.01375,NA,-2.370879412,8.40336132,95.91017914,40.91278458
3296.88875,-13.05595398,NA,8.727272987,99.01190948,38.66061401
3305.45375,-9.446042061,-1.863737464,7.005253792,98.18477631,39.81887054
3314.92625,-15.26532555,-1.491293907,6.334125042,95.49660492,41.64205933
3321.68875,-11.22668171,-1.720529437,8.872458458,93.84234619,42.17829132
3329.25625,-13.36174107,-1.415965199,7.928642273,91.36095428,42.84321976
3337.44125,-1.306804657,-1.822764158,7.330482483,91.98130035,42.52148056
3339.03125,-11.94478416,NA,NA,90.94739532,42.75741959
3346.38125,-10.66777611,-1.463236094,8.163265228,91.98130035,43.29365158
3355.30375,-8.928401947,-1.586387277,6.724572659,91.98130035,43.63684464
3365.47875,-8.785749435,-1.514108181,5.896805763,91.15418243,44.02293015
3375.52375,-7.213876247,-1.470880866,5.973121166,91.56774139,44.45191574
3385.76875,-12.04364491,-1.231769323,5.856515408,91.56774139,45.03104401
3393.15375,-10.76001167,-1.482372046,8.124576569,91.56774139,44.70930862
3401.14625,-10.03413773,-1.433323264,7.50703764,93.63556671,44.34466553
3409.88125,-8.15396595,-1.46080327,6.868917942,95.08304596,44.044384
3417.36875,-7.698184013,-1.017547011,8.013355255,95.28983307,43.78699112
3424.68625,-8.976528168,-0.938857675,8.199522018,94.46269989,44.23742294
3433.20875,-10.05725574,-1.275040984,7.040187836,94.66947174,44.47336197
3442.98875,-12.249403,-1.639332771,6.134969234,96.73730469,43.78699112
3450.21875,-19.8445797,-1.476053119,8.298754692,99.21868896,43.33655167
3458.22625,-12.81174374,-2.648424625,7.492975235,105.8357239,40.29075623
3466.67875,-17.49693298,-1.804854393,7.098491669,103.5611267,42.28553391
3473.16375,-14.93556595,-1.89112699,9.252120018,102.5272141,42.75741959
3482.34875,-17.20464325,-2.286386251,6.532389641,101.7000809,42.7145195
3490.81875,-9.865054131,-2.428722143,7.083825111,101.0797348,42.02814865
3500.03625,-13.10845661,-1.515519023,6.509356976,97.77121735,43.35799789
3508.78375,-11.53066158,-1.911103725,6.859102726,97.15086365,43.12206268
3516.82375,-7.972477436,-1.545108676,7.462686539,95.49660492,43.29365158
3523.93625,-11.4536562,-0.945070803,8.435852051,93.63556671,43.8298912
3532.56875,-7.069494247,-1.64789474,6.950478077,93.4287796,43.27220535
3538.71875,-10.13914871,-0.724623144,9.756097794,92.80843353,43.61539078
3543.81375,-5.962614059,-0.860982776,11.77625084,92.18809509,44.13017273
3547.41625,-16.20426941,-0.358005315,NA,92.80843353,41.89945221
3555.18375,-19.15203667,-2.097777843,7.724493027,93.84234619,42.4356842
3561.86875,-23.46689606,-2.133856058,8.975317955,97.56442261,41.21307373
3570.02125,-12.43023968,NA,7.359705448,103.7679138,38.63916397
3578.01375,-11.94202042,-1.655811548,7.50703764,102.3204346,41.1916275
3585.76875,-9.307734489,-1.543506145,7.736943722,101.9068604,41.94235229
3592.18875,-9.718604088,-0.995927513,9.345794678,99.21868896,42.75741959
3597.79625,-8.179398537,-0.908284545,10.69995499,97.15086365,43.42234421
3604.32125,-9.332668304,-0.889509618,9.195402145,94.87625885,43.76553726
3610.84375,-4.509270668,-1.014538765,9.198926926,93.4287796,44.25886917
3618.74625,-15.01133919,-0.593908489,7.592534065,91.98130035,44.40901566
3625.96875,-21.46177292,-1.806989908,8.307373047,92.39487457,43.65829086
3635.10875,-12.48617554,NA,6.564551353,97.15086365,40.74118805
3643.30375,-10.69438362,-1.705403447,7.321537495,96.73730469,42.24264145
3651.65375,-8.547711372,-1.488301754,7.185628891,96.11696625,42.86466599
3659.83375,-7.715304852,-1.165338039,7.334963322,94.04912567,44.23742294
3667.07875,-10.47734165,-0.931623101,8.281573296,91.7745285,44.73075485
3676.95875,NA,-1.725268841,6.072874546,90.74060822,44.68785477
3683.46875,-12.29021263,NA,9.216589928,99.21868896,40.91278458
3692.63625,-12.35670853,-1.877842069,6.544859409,99.01190948,42.28553391
3701.74625,-1.17422545,-1.876160145,6.586169243,99.21868896,42.8217659
3703.92375,-9.304696083,NA,NA,98.39156342,43.10061264
3711.81625,-5.67816782,-1.223955154,7.602154255,96.94408417,44.08727264
3719.71875,-7.04887867,-0.747862041,7.592534065,95.28983307,44.21596909
3728.51375,-12.35512066,-1.033248067,6.822058201,92.60166168,44.55916214
3736.54875,-14.79258347,-1.654556513,7.467330456,94.66947174,43.80843735
3743.82875,-10.80656433,-1.794833422,8.241758347,95.49660492,43.20785141
3751.27625,-10.02680779,-1.341364861,8.056394577,96.11696625,43.42234421
3760.15875,-8.22232914,-1.484385371,6.754855156,94.87625885,43.70119095
3768.37875,-7.270862103,-1.126459122,7.299270153,94.04912567,44.00148392
3774.50125,-9.081384659,-0.741930902,9.799918175,91.98130035,44.55916214
3779.85375,-15.92654514,-0.810135186,11.20971489,90.94739532,44.64495468
3787.26875,-22.61036682,-1.96825552,8.091706276,92.39487457,43.93712997
3796.79625,-14.80069637,NA,6.297559738,101.7000809,39.9475708
3805.87375,-16.06140518,-2.23922205,6.609749317,104.3882446,40.20495605
3814.66875,-1.497694254,-2.354334116,6.822058201,105.4221649,40.74118805
3816.04625,-15.14214993,NA,NA,104.5950394,40.99858093
3823.35625,-13.10154533,-1.844818592,8.20793438,102.9407806,41.74930573
3831.86875,-8.357017517,-1.858781695,7.048458099,100.2526093,42.56438065
3840.95375,-16.20067215,-1.265391707,6.60429287,96.94408417,43.87278366
3848.22125,-12.3370142,-1.962306499,8.255933762,95.70339203,42.69307327
3855.34625,-14.4099741,-1.465020418,8.421052933,95.49660492,42.75741959
3863.18625,-13.05462742,-1.882903218,7.65306139,94.87625885,42.41423416
3870.93875,-15.85651207,-1.686766624,7.739439011,95.08304596,42.8217659
3879.95375,-2.151430845,-2.382441044,6.655573845,95.91017914,41.81365585
3881.85875,-27.1959095,NA,NA,94.66947174,42.45713806
3889.42875,-15.05875874,NA,7.92602396,97.35765839,40.41945267
3897.14625,-0.516966522,-1.936932802,7.774538517,96.94408417,42.09249496
3899.24125,-14.11794949,NA,NA,95.91017914,42.7145195
3907.05625,-9.99369812,-1.838862896,7.677543163,95.49660492,43.57249069
3915.09375,-6.771521568,-1.338739157,7.465007782,93.84234619,44.47336197
3924.80875,-8.105919838,-1.096422195,6.176016331,90.94739532,45.28843307
3933.67125,-25.96035004,-1.197311878,6.770098686,88.46601105,45.71741486
3940.73375,-17.6878109,NA,8.495574951,95.70339203,42.39278793
3949.27625,-12.04943371,-2.518302202,7.023705006,100.4593887,41.34177017
3958.03125,-14.00346947,-1.758213282,6.853226662,99.42547607,42.13539124
3964.71125,-19.51774406,-1.559052944,8.982035637,99.42547607,42.84321976
3973.07875,-11.36517906,-2.721912146,7.170600414,101.4933014,41.23452377
3980.80125,-10.58712387,-1.462793231,7.769504547,98.5983429,42.69307327
3990.79875,-14.8797617,-1.764079452,6.001500607,96.3237381,43.52959824
3998.27875,-11.92358398,-1.85501039,8.021389961,95.70339203,43.31510544
4007.00625,-1.623252749,-1.734384656,6.874821186,95.91017914,42.34988785
4008.67875,-14.32244015,NA,NA,95.49660492,42.67161942
4016.66375,-13.30520058,-1.906077981,7.514089108,93.63556671,43.44379807
4026.78125,-1.217520356,-2.243589401,5.930318832,93.22200775,43.37944794
4028.87625,-14.43686867,NA,NA,93.01522064,43.76553726
4037.17125,-0.058531161,-1.995897055,7.233273029,93.63556671,43.46524429
4039.28625,-15.0510931,NA,NA,91.7745285,43.89422989
4046.91375,-0.665574431,-1.913370252,7.866273403,93.4287796,43.57249069
4048.67125,-14.31638145,NA,NA,93.22200775,43.80843735
4056.82875,-0.392922849,-1.946431398,7.355194569,94.04912567,43.61539078
4059.62625,-14.03503704,NA,NA,93.22200775,44.15162277
4067.70125,-0.907562137,-1.888882041,7.430340767,94.04912567,43.76553726
4069.69875,-12.12249565,NA,NA,94.04912567,44.17307281
4079.92625,-13.0421896,-2.066380262,5.866536617,94.25591278,44.08727264
4086.48125,-13.13545132,-1.424859166,9.153318405,95.28983307,43.87278366
4095.71875,-0.004975039,-2.022312164,6.495264053,96.94408417,42.73597336
4097.35875,-11.17296505,NA,NA,96.73730469,43.10061264
4106.74125,-11.78509998,-1.747172356,6.394884109,96.3237381,43.65829086
4115.83875,-23.28022957,-1.786915779,6.595218658,95.91017914,43.57249069
4123.93125,-15.03218842,NA,7.414272308,100.6661682,40.86988449
4132.42125,-17.19595909,-2.127054691,7.067137718,100.6661682,40.91278458
4140.05625,-9.921839714,-2.188185692,7.858546257,100.4593887,41.66350937
4146.33625,-17.36931038,-1.038485885,9.554140091,97.56442261,43.18640518
4154.51125,-11.15767956,-2.366568565,7.339449406,97.15086365,42.65017319
4161.65875,-13.02769756,-1.329158545,8.394543648,95.08304596,43.57249069
4169.38875,-7.020268917,-1.678401709,7.761966228,94.25591278,43.72263718
4175.91625,-14.45051956,-0.763746798,9.191880226,91.7745285,44.38756561
4183.13625,NA,-1.738879204,8.310249329,92.39487457,43.9585762
4190.21875,-13.60779476,NA,8.471585274,97.56442261,40.74118805
4197.63375,-17.09882545,-1.681696534,8.091706276,97.97799683,41.94235229
4205.29375,-15.32913399,-2.18295002,7.83289814,98.5983429,41.83510208
4213.04125,-17.04149246,-1.979374409,7.74443388,98.5983429,42.37133408
4221.15125,-17.92932701,-2.303441763,7.398273945,99.01190948,42.32843399
4229.39875,-0.913641036,-2.464535475,7.274931908,97.56442261,42.65017319
4230.86125,-15.75504684,NA,NA,97.15086365,42.9719162
4238.45125,-12.14867592,-1.993013382,7.905138493,95.49660492,43.20785141
4247.18375,-11.46607208,-1.768138528,6.870884418,94.66947174,43.33655167
4255.89875,-14.71546936,-1.665446877,6.884681702,92.18809509,43.87278366
4262.46875,-14.74647427,-1.611343861,9.13242054,92.80843353,44.044384
4270.24875,-10.78911304,-1.912126184,7.712082386,94.46269989,43.31510544
4276.75875,-9.503764153,-1.170618773,9.216589928,93.63556671,43.9585762
4285.15875,-8.6571064,-1.330526948,7.142857075,92.18809509,44.40901566
4295.19625,-15.96406078,-1.448261738,5.977583885,92.18809509,44.79509735
4304.09375,-0.554139435,-2.367337227,6.743467331,95.49660492,43.40089798
4306.26875,NA,NA,NA,94.66947174,43.87278366
4314.03375,-16.26042557,NA,7.726980209,101.7000809,40.0548172
4322.55625,-20.45701408,-2.309658051,7.040187836,103.1475601,40.74118805
4330.54875,-21.58725548,-2.725044727,7.50703764,103.3543396,40.4838028
4337.72625,-13.98725796,-2.582375288,8.359457016,102.7339935,40.95568085
4347.08125,-14.8898077,-2.180846691,6.413682461,98.18477631,43.05771255
4356.41125,-15.60516357,-2.315365076,6.430868149,95.28983307,43.80843735
4365.40875,-0.749299943,-2.340124369,6.66851902,93.22200775,43.91567993
4367.59875,-19.24048996,NA,NA,92.39487457,44.19452286
4375.01125,-11.11517429,-2.377002001,8.094435692,91.36095428,43.78699112
4384.59625,-9.988478661,-1.775649071,6.259780884,91.98130035,43.72263718
4392.41375,-16.82398033,-1.301415563,7.675087929,90.74060822,44.36611557
4400.03875,-15.15912151,-2.138047457,7.868852615,93.22200775,43.18640518
4407.89125,-13.06033897,-1.983950019,7.640878677,94.25591278,43.18640518
4416.54625,-12.07236195,-1.883953929,6.93240881,96.53052521,43.01481247
4424.57375,-13.7307291,-1.615181446,7.47430706,96.11696625,43.72263718
4433.04875,NA,-1.939465404,7.079646111,97.15086365,43.52959824
